start_time,open,high,low,close
1758982500000 4021.230000 4023.010000 4014.510000 4016.890000
1758983400000 4016.890000 4022.370000 4014.300000 4014.650000
1758984300000 4014.650000 4014.660000 4007.000000 4012.700000
1758985200000 4012.700000 4012.920000 3997.160000 4000.860000
1758986100000 4000.860000 4012.010000 4000.860000 4011.020000
1758987000000 4011.020000 4017.720000 4006.580000 4014.710000
1758987900000 4014.710000 4020.700000 4013.540000 4017.170000
1758988800000 4017.170000 4018.290000 4008.590000 4009.530000
1758989700000 4009.530000 4014.090000 4005.760000 4009.650000
1758990600000 4009.650000 4013.160000 4005.770000 4008.030000
1758991500000 4008.030000 4010.790000 4001.120000 4005.820000
1758992400000 4005.820000 4006.000000 3982.940000 3992.960000
1758993300000 3992.960000 3993.190000 3978.000000 3987.260000
1758994200000 3987.260000 3999.000000 3985.450000 3994.000000
1758995100000 3994.000000 4001.690000 3988.440000 3999.840000
1758996000000 3999.840000 4002.500000 3990.290000 3994.400000
1758996900000 3994.400000 3997.500000 3990.210000 3993.750000
1758997800000 3993.750000 3994.690000 3983.630000 3985.530000
1758998700000 3985.530000 3995.940000 3985.530000 3994.450000
1758999600000 3994.450000 3996.750000 3991.700000 3992.430000
