start_time,open,high,low,close
1754697600000 116625.100000 117900.000000 116288.200000 116406.200000
1754784000000 116406.200000 119433.600000 116400.000000 119271.800000
1754870400000 119271.800000 122421.000000 117855.300000 118679.200000
1754956800000 118679.200000 120280.000000 118150.000000 120090.500000
1755043200000 120090.500000 123742.200000 118900.500000 123348.000000
1755129600000 123348.000000 124571.200000 117117.000000 118250.100000
1755216000000 118250.100000 119208.000000 116719.300000 117280.800000
1755302400000 117280.800000 117857.200000 117069.700000 117327.700000
1755388800000 117327.700000 118585.700000 117101.000000 117355.600000
1755475200000 117355.600000 117509.600000 114577.700000 116168.000000
1755561600000 116168.000000 116681.900000 112673.000000 112825.700000
1755648000000 112825.700000 114567.000000 112286.800000 114217.400000
1755734400000 114217.400000 114783.700000 111945.200000 112462.700000
1755820800000 112462.700000 117374.500000 111618.800000 116899.800000
1755907200000 116899.800000 116998.000000 114504.700000 115404.800000
1755993600000 115404.800000 115656.700000 110551.000000 113474.800000
1756080000000 113474.800000 113649.900000 109222.600000 110069.700000
1756166400000 110069.700000 112342.400000 108669.000000 111723.100000
1756252800000 111723.100000 112589.900000 110312.100000 111184.300000
1756339200000 111184.300000 113433.000000 110781.500000 112511.400000
1756425600000 112511.400000 112616.400000 107432.600000 108355.300000
1756512000000 108355.300000 108902.300000 107300.000000 108780.700000
1756598400000 108780.700000 109444.000000 108008.400000 108200.000000
1756684800000 108200.000000 109872.800000 107202.000000 109191.800000
1756771200000 109191.800000 111730.000000 108320.700000 111217.700000
1756857600000 111217.700000 112557.000000 110476.800000 111661.800000
1756944000000 111661.800000 112138.300000 109276.700000 110685.500000
1757030400000 110685.500000 113369.400000 110155.000000 110623.100000
1757116800000 110623.100000 111258.000000 109888.000000 110131.500000
1757203200000 110131.500000 111558.000000 110119.400000 111086.700000
1757289600000 111086.700000 112871.400000 110555.300000 112011.300000
1757376000000 112011.300000 113238.100000 110706.400000 111500.000000
1757462400000 111500.000000 114250.000000 110865.000000 113890.000000
1757548800000 113890.000000 115446.100000 113242.000000 115440.100000
1757635200000 115440.100000 116600.000000 114700.800000 115972.000000
1757721600000 115972.000000 116222.000000 114978.200000 115849.600000
1757808000000 115849.600000 116117.800000 115060.100000 115214.400000
1757894400000 115214.400000 116761.300000 114316.300000 115315.600000
1757980800000 115315.600000 116947.300000 114688.000000 116748.900000
1758067200000 116748.900000 117239.500000 114710.000000 116400.200000
1758153600000 116400.200000 117884.000000 115980.100000 117023.500000
1758240000000 117023.500000 117417.600000 115035.000000 115572.900000
1758326400000 115572.900000 116093.600000 115360.000000 115628.900000
1758412800000 115628.900000 115779.600000 115117.300000 115173.400000
1758499200000 115173.400000 115340.200000 111500.000000 112600.700000
1758585600000 112600.700000 113247.100000 111350.700000 111937.500000
1758672000000 111937.500000 113900.000000 110904.200000 113255.500000
1758758400000 113255.500000 113457.300000 108560.000000 108931.300000
1758844800000 108931.300000 110255.600000 108550.000000 109592.100000
1758931200000 109592.100000 109710.900000 108988.000000 109376.100000
